Parafia	url	niedzielne	powszednie	debug_url
Parafia pw. NMP Niepokalanie Poczętej		Msze św. w niedziele: godz. 8.00, godz. 11.00	Msze św. w dni powszednie: godz. 18.00 (zimą godz. 17.00)	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,113/
Parafia pw. Świętej Trójcy		Msze św. w niedziele: 8:00, 11:00, 17.00 (w lipcu i sierpniu 20:30)	Msze św. w dni powszednie: 17:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,295/
Parafia pw. Wniebowzięcia NMP		Msze św. w niedziele: godz. 7.00, godz. 8.45, godz. 11.00, godz. 18.00; Filia Oporowo godz. 9.45	Msze św. w dni powszednie: zimą godz. 7.30, godz. 18.00; latem godz. 7.30, godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,327/
Parafia pw. Wszystkich Świętych	http://www.otorowo.archpoznan.pl	Msze św. w niedziele: 7:00, 10:00, 11:30, 15:30; Brodziszewo 8:30; Lubosina 13:00	Msze św. w dni powszednie: pn.-pt. 17:00 i 18:00, sob. 8:30 i 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,188/
Parafia pw. św. Jana Chrzciciela	http://www.owinska.pl	Msze św. w niedziele: sob.: 18:00; niedziela: 7:30, 9:00, 10:15, 11:30, 18:00; lipiec-sierpień: 7:30, 10:15, 11:30	Msze św. w dni powszednie: poniedziałek: 7:00, 18:00; wtorek: 18:00; środa: 7:00, 18:00; czwartek: 18:00; piątek: 16:30, 18:00; sobota: 7:00,18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,39/
Parafia pw. św. Walentego i Macierzyństwa Bożego Maryi Dziewicy		Msze św. w niedziele: 8:00, 10:30	Msze św. w dni powszednie: 18:00 - sezon zimowy, 19:00 - sezon letni	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,71/
Parafia pw. Najświętszego Imienia Jezus		Msze św. w niedziele: godz. 8.30, godz. 10.30 Msze św. w dni powszednie: godz. 18.00 Msze św. w święta w dni pracy: godz. 18.00 Biuro cmentarne: po każdej Mszy św. Biuro parafialne: po każdej Mszy św.Proboszcz: ks. Piotr Pieprz	Msze św. w niedziele: godz. 8.30, godz. 10.30 Msze św. w dni powszednie: godz. 18.00 Msze św. w święta w dni pracy: godz. 18.00 Biuro cmentarne: po każdej Mszy św. Biuro parafialne: po każdej Mszy św.Proboszcz: ks. Piotr Pieprz	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,14/
Parafia pw. św. Michała Archanioła		Msze św. w niedziele: sobota godz. 18.00, niedziela godz. 8.30, godz. 10.30	Msze św. w dni powszednie: wtorek godz. 8.00, poza tym godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,60/
Parafia pw. NMP Śnieżnej		Msze św. w niedziele: godz. 8.00, godz. 9.30, godz. 11.00; sobota godz. 17.00	Msze św. w dni powszednie: godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,294/
Parafia pw. św. Ignacego Loyoli		Msze św. w niedziele: Pęckowo: godz. 7.30, godz. 11.00; Miały: godz. 9.00	Msze św. w dni powszednie: Pęckowo: godz. 18.00; Miały: godz. 16.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,376/
Parafia pw. św. Jadwigi	http://www.parafia.pepowo.pl 	Msze św. w niedziele: godz. 7.00, godz. 8.30, godz. 9.45, godz. 11.15, godz. 18.00, Czeluścin: godz. 10.45	Msze św. w dni powszednie: godz. 7.30, godz. 18.00 (pora letnia 18.30)	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,112/
Parafia pw. Niepokalanego Serca Maryi		Msze św. w niedziele: godz. 7.30, godz. 9.00, godz. 11.00, godz. 16.00 w Marysinie godz. 10.00	Msze św. w dni powszednie: godz. 18	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,49/
Parafia pw. NMP Wniebowziętej	http://www.pilka.archpoznan.pl	Msze św. w niedziele: już w sobotę Piłka godz. 17.00, (godz. 19.00) czas letni; Kaminnik godz. 18.30, (godz. 20.30) czas letni; Niedziela: Piłka godz. 7.30, godz. 11.30, Kwiejce godz. 9.30	Msze św. w dni powszednie: godz. 17.00 (czas od maja do sierpnia o godz.19.00)	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,375/
Parafia pw. bł. Jerzego Popiełuszki	http://popieluszko.archpoznan.pl	Msze św. w niedziele:sobota: 19.00; niedziela: 8.45; 10.00; 11.15; 12.30; 20.30	Msze św. w dni powszednie: poniedziałek: 9,00; środa - sobota: 19.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,1220/Itemid,118/
Parafia pw. św. Faustyny	http://www.parafiaplewiska.pl	Msze św. w niedziele: 8:00, 10:30, 12:00, 13:00 (z wyjątkiem VII i VIII), 18:30 (z wyjątkiem Wielkiego Postu), Wielki Post - 17:00	Msze św. w dni powszednie: 18:30, w adwencie - 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,278/
Parafia pw. św. Jana Chrzciciela	http://www.jan.pniewy.org	Msze św. w niedziele: godz. 8.30, godz. 11.00, godz. 15.00, godz. 17.00; filia Konin godz. 9.45	Msze św. w dni powszednie: pon. godz. 9.00, godz. 18.30, wt. godz. 18.30 i filia Konin godz. 17.00; śr. i czw. godz. 8.00, godz. 18.30; pt. godz. 18.30, godz. 19.30; sob. godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,187/
Parafia pw. św. Wawrzyńca	http://www.wawrzyniec-pniewy.pl 	Msze św. w niedziele: godz. 7.30, godz. 10.00, godz. 11.30, godz. 18.00 (godz. 8.45 Chełmno)	Msze św. w dni powszednie: godz. 7.00, godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,186/
Parafia pw. św. Michała Archanioła		Msze św. w niedziele: godz. 7.30, godz. 9.00, godz. 10.30, godz. 18.00, w Radomiu godz. 11.45	Msze św. w dni powszednie: godz. 18.00; czwartek godz. 8.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,31/
Parafia pw. Narodzenia NMP	http://www.poniec.archpoznan.pl	Msze św. w niedziele: godz. 7.15, godz. 8.30, godz. 10.15, godz. 11.30, godz. 18.00	Msze św. w dni powszednie: godz. 7.00, godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,111/
Parafia pw. św. Józefa Rzemieślnika		Msze św. w niedziele: godz. 8.30, godz. 10.30	Msze św. w dni powszednie: godz. 18.00, w czasie letnim godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,326/
Parafia pw. Podwyższenia Krzyża Świętego		Msze św. w niedziele: 09:00, 11:00	Msze św. w dni powszednie: w czasie zimowym: 17:00; w czasie letnim: 19:00; październik i od marca do Wielkanocy o 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,13/
Parafia pw. Błogosławionej "Poznańskiej Piątki"	http://poznanskapiatka.archpoznan.pl	Msze św. w niedziele: 8.00, 9.30, 11.00, 12.15 i 18.00	Msze św. w dni powszednie: 8.00, 18.00	http://www.archpoznan.pl/component/option,com_contact/Itemid,0/task,view/contact_id,1223/
Parafia pw. Bożego Ciała	http://www.bozecialo.poznan.pl	Msze św. niedzielne: 8.00, 9.30, 11.00, 12.30, 18.00	Msze św. w dni powszednie: 8:00, 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,249/Itemid,/
Parafia pw. Chrystusa Dobrego Pasterza	http://www.dobrypasterz.pl 	Msze św. w niedziele: godz. 7.30, godz. 9.30, godz. 11.00 dla dzieci, godz. 12.30, godz. 18.00, w sobotę o godz. 18.00	Msze św. w dni powszednie: godz. 7.15, godz. 8.00, godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,204/Itemid,/
Parafia pw. Chrystusa Króla	http://www.chrystuskrol.oblaci.pl 	Msze św. w niedziele: godz. 7.00 (od 1.04 do 30.09); godz. 8.00, godz. 9.30, godz. 11.00 (z udziałem dzieci) godz. 12.30, godz. 19.00 (młodzieżowa)	Msze św. w dni powszednie: godz. 8.00, godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,213/Itemid,/
Parafia pw. Chrystusa Najwyższego Kapłana	http://www.chnk.pl 	Msze św. w niedziele: godz. 7.00, godz. 8.15, godz. 9.30, godz. 11.15, godz. 12.30, godz. 18.00	Msze św. w dni powszednie: godz. 8.00, godz. 18.00; VII i VIII: 8.00 - pon., śr., pt.; 18.00 - wt., czw., sob.	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,238/Itemid,/
Parafia pw. Chrystusa Odkupiciela	http://www.odkupiciel.archpoznan.pl	Msze św. w niedziele: 8:30; 10:30 - z udziałem dzieci; 12:00; 18:00 - z udziałem młodzieży (w lipcu i sierpniu godziny: 8:30; 10:30)	Msze św. w dni powszednie: 7:00 i 18:00 (w lipcu i sierpniu tylko 18:00)	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,221/Itemid,/
Parafia pw. Chrystusa Sługi	http://www.chrystus-sluga.pl 	Msze św. w niedziele: godz. 7.00 (VI-VIII), godz. 8.00, godz. 9.30, godz. 11.00, godz. 12.15 (IX-VI), godz. 18.00, godz. 21.00 (VI-VIII)	Msze św. w dni powszednie: godz. 8.00, godz. 18.00, godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,212/Itemid,/
Parafia pw. Ducha Świętego	http://www.pds.archpoznan.pl	Msze św. w niedziele: sobota godz. 18; niedziela: godz. 8.00, godz. 9.30, godz. 11.30, godz. 18.00	Msze św. w dni powszednie: godz. 18.00, w styczniu godz. 9.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,220/Itemid,/
Parafia pw. Imienia Maryi	http://www.parafiamaryi.pl	Msze św. niedzielne: 8:00, 9:30, 11:00, 12:15, 18:00	Msze św. w dni powszednie: 7:00, 8:00, 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,203/Itemid,/
Parafia pw. Maryi Królowej	http://www.parafia-maryi-krolowej.poznan.pl	Msze św. w niedziele: 8:00, 9:30, 11:00, 12:15, 15:00, 17:00, 18:30, 21:00; sobota - 18:30	Msze św. w dni powszednie: 7:00, 8:00, 12:00, 18:30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,248/Itemid,/
Parafia pw. Matki Boskiej Bolesnej	http://www.mbbolesna-poznan.org	Msze św. w niedziele: sobota: godz. 18.00 (X-III) godz. 19.00 (IV-IX) niedziela godz. 7.00, godz. 8.00, godz. 9.30, godz. 11.00, godz. 12.15, godz. 15.00, godz. 19.00	Msze św. w dni powszednie: godz. 7.00, 8.00, godz. 19.00 (IV-IX) godz. 18.00 (X-III)	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,211/Itemid,/
Parafia pw. Matki Boskiej Królowej Korony Polskiej	http://www.parafia.krzesiny.com.pl	Msze św. w niedziele: godz. 8.00, godz. 10.00, godz. 11.30, godz. 19.30; adoracja indywidualna 20.15-21.00	Msze św. w dni powszednie: poniedziałek godz. 8.00, pozostałe dni godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,255/Itemid,/
Parafia pw. Matki Bożej Częstochowskiej	http://www.mbcz.poznan.pl	Msze św. w niedziele: godz. 7.30, godz. 10.00, godz. 11.15, godz. 12.45, godz. 18.00, godz. 19.15 (od września do czerwca; w lipcu i sierpniu godz. 20.30)	Msze św. w dni powszednie: godz. 7.00, godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,228/Itemid,/
Parafia pw. Matki Bożej Pocieszenia	http://www.mbpocieszenia.pl 	Msze św. w niedziele: 08.00, 9.30, 11.00, 12.30 i 20.00; w pierwszą niedzielę miesiąca na cmentarzu parafialnym ul. Borówkowa – godz. 16.00; w listopadzie w każdą niedzielę – godz. 16.00	Msze św. w dni powszednie: 08.00, 18.00; w sobotę o 08.00 w kaplicy Sióstr Dominikanek	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,263/Itemid,/
Parafia pw. Matki Bożej Nieustającej Pomocy, św. Marii Magdaleny i św. Stanisława Bpa	http://www.fara.archpoznan.pl	Msze święte w niedziele i święta:6.00, 9.00, 11.00, 12.30, 17.00 (oprócz VII, VIII), 19.00	Msze święte w dni powszednie:	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,247/Itemid,/
Parafia pw. Matki Bożej Różańcowej	http://www.zieliniec-parafia.pl	Msze św. w niedziele: 9:00, 11:00; Wielki Post - 9:00, 11:00, 15:00	Msze św. w dni powszednie: 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,219/Itemid,/
Parafia pw. Matki Odkupiciela	http://www.mo.archpoznan.pl 	Msze św. w niedziele: godz. 8.00, godz. 9.30, godz. 11.00, godz. 12.15, godz. 18.00	Msze św. w dni powszednie: godz. 8.00, godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,227/Itemid,/
Parafia pw. Miłosierdzia Bożego	http://www.milosierdzie.poznan.pl	Msze św. w niedziele: godz. 7.30, godz. 8.30, godz. 10.00, godz. 11.15, godz. 12.30, godz. 15.30, godz. 18:30, godz. 20.00	Msze św. w dni powszednie: godz. 8.00, godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,226/Itemid,/
Parafia pw. Najświętszego Serca Jezusa i św. Floriana	http://www.nsj.org.pl 	Msze św. w niedziele: godz. 7.30, godz. 9.00, godz. 10.15, godz. 11.30, godz. 13.00, godz. 18.00, 19.30	Msze św. w dni powszednie: godz. 7.00, godz. 8.00, godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,202/Itemid,/
Parafia pw. Najświętszego Zbawiciela	http://www.fredry.pl	Msze św. w niedziele: 7:00, 8:30, 10:00, 11:30, 13:00, 19:00	Msze św. w dni powszednie: 7:15, 18.00, 19:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,246/Itemid,/
Parafia pw. Najświętszej Bogarodzicy Maryi	http://www.zegrze.archpoznan.pl	Msze św. w niedziele: godz. 7.00, godz. 8.00, godz. 9.30, godz. 11.00, godz. 12.30, godz. 15.00, godz. 18.30, godz. 20.30	Msze św. w dni powszednie: godz. 7.00, godz. 17.30, godz. 18.30 piątek godz. 20.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,237/Itemid,/
Parafia pw. Narodzenia Pańskiego	http://parafianarodzenia.pl	Msze św. w niedziele: godz. 8.00, godz. 9.30 (młodzież) godz. 11.00 (dzieci) godz. 12.15 i godz. 18.00 (VII i VIII godz. 8.00, godz. 9.30, godz. 11.00, godz. 12.15, godz. 20.30)	Msze św. w dni powszednie: godz. 8.00, godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,225/Itemid,/
Parafia pw. Nawiedzenia Najświętszej Maryi Panny	http://www.nawiedzenie-poznan.pl	Msze św. w niedziele: godz. 7.30, godz. 9.00, godz. 10.30, 11.00 (dolny kościół - dla dzieci) godz. 12.00, godz. 19.00 (dolny kościół - dla młodzieży) (w sobotę Msza św. niedzielna godz. 19.00)	Msze św. w dni powszednie: godz. 7.00, godz. 8.00, godz. 18.00, godz. 19.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,236/Itemid,/
Parafia pw. Nawrócenia św. Pawła	http://www.szawel.pl	Msze św. w niedziele: godz. 7.00, godz. 8.30, godz. 10.00, godz. 11.30, godz. 13.00, godz. 18.00(październik-marzec), godz.19.00(kwiecień-wrzesień)	Msze św. w dni powszednie: godz. 8.00, godz. 18.00(październik-marzec), godz.19.00(kwiecień-wrzesień)	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,235/Itemid,/
Parafia pw. Najświętszej Maryi Panny Matki Kościoła	http://www.filipini.poznan.pl 	Msze św. w niedziele: godz. 18.30 (sobota); niedziela godz. 7.00, godz.z 9.00, godz. 10.15, godz. 11.30. godz. 17.00	Msze św. w dni powszednie: godz. 7.00, godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,210/Itemid,/
Parafia pw. NMP Niepokalanie Poczętej	http://www.niepokalana.org.pl	Msze św. w niedziele: 7:30, 9:00, 10:30, 12:00, 18:00; Bogucin: 9:00	Msze św. w dni powszednie: 7:30, 17:30; Bogucin: śr., pt., sob. - 19:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,218/Itemid,/
Parafia pw. Najświętszej Maryi Panny z La Salette	http://www.parafialasalette.pl	Msze św. w niedziele: 09.00,10.30,12.00, 21.00	Msze św. w dni powszednie: 08.00, 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,209/Itemid,/
Parafia pw. Objawienia Pańskiego	http://www.objawieniapanskiego.pl	Msze św. w niedziele:8:00, 9:30, 11:00, 12:30, 18:00; lipiec i sierpień: 8:00, 9:30, 11:00, 20:00	Msze św. w dni powszednie: 8.00 i 18:00; lipiec i sierpień: tylko 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,201/Itemid,/
Parafia pw. Ofiarowania Pańskiego	http://parafiaofiarowania.pl	Msze św. w niedziele: 8:00, 9:30, 11:00, 12:30; w lipcu i sierpniu: 8:00, 9:30, 11:00	Msze św. w dni powszednie: pon., śr., i pt.: 8:00; wt., czw., i sob.: 18:00; V, VI, X, XII: 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,245/Itemid,/
Parafia pw. Opatrzności Bożej	http://opatrznoscibozej.pl	Msze św. w niedziele: godz. 8.00, godz. 9.30, godz. 11.00, godz. 12.15, godz. 18.00	Msze św. w dni powszednie: 8.00, godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,224/Itemid,/
Parafia pw. Pierwszych Polskich Męczenników	http://www.ppmeczennikow.parafia.info.pl	Msze św. w niedziele: 8.00, 9.30, 11.00 (z udziałem dzieci), 12.30, 19.00 (lipiec - sierpień 8.00, 10.00, 12.00, 20.00)	Msze św. w dni powszedni:8.00, 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,234/Itemid,/
Parafia pw. Podwyższenia Krzyża Świętego	http://parafiagarnizonowapoznan.pl	Msze św. w niedziele: 8:00, 9:30, 11:00, 12:15, 19:00	Msze św. w dni powszednie: 8:00, 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,200/Itemid,/
Parafia pw. Ścięcia św. Jana Chrzciciela (Chojnica-Morasko)	http://parafiamorasko.pl	Msze św. w niedziele: 9.00, 11.00	Msze św. w dni powszednie: 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,1218/Itemid,118/
Parafia pw. św. Andrzeja Apostoła	http://www.splawie.archpoznan.pl	Msze św. w niedziele: sobota 18.30; niedziela 8.00, 10.00, 11.15, 12.30 (z wyj. lipca i sierpnia), 17.00 (z wyj. lipca i sierpnia), 20.00	Msze św. w dni powszednie: pon -pt 17.30, 18.30, sob 8.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,254/Itemid,/
Parafia pw. św. Andrzeja Boboli	http://www.parafiajunikowo.archpoznan.pl	Msze św. w niedziele: godz. 7.30, godz. 9.00, godz. 10.30, godz. 12.00, godz. 18.30	Msze św. w dni powszednie: godz. 7.00, godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,208/Itemid,/
Parafia pw. św. Anny	http://www.swanna.tami.pl	Msze św. w niedziele: godz. 7.30, godz. 9.30, godz. 11.00, godz. 12.30, godz. 18.00, godz. 20.00	Msze św. w dni powszednie: godz. 7.30, godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,207/Itemid,/
Parafia pw. św. Antoniego Padewskiego	http://www.sw-antoni.com 	Msza św. w niedziele: godz. 7.30, godz. 9.00, godz. 10.30, godz. 12.00, godz. 18.00 (latem - bez godz. 18.00, VII, VIII)	Msze św. w dni powszednie: godz. 7.00, godz. 18.00 (latem - bez godz. 7.00, VII, VIII)	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,253/Itemid,/
Parafia pw. św. Apostołów Piotra i Pawła	http://www.katedra.archpoznan.pl	Msze św. w niedziele: 8:00, 10:00, 12:15, 19:00, 20:30; św. Małgorzata: 9:00, 11:00	Msze św. w dni powszednie: 8:00, pt. i sb. także 18:00; św. Małgorzata: 8:30, 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,217/Itemid,/
Parafia pw. św. Cyryla i Metodego	http://www.cyrylaimetodegopoznan.pl	Msze św. w niedziele: godz. 7.30 (godz.8.00-od Adwentu do Wielkanocy) godz. 9.30, godz. 11.00, godz. 12.30 (z wyjątkiem VII i VIII); godz. 18.30	Msze św. w dni powszednie: godz. 7.30 (w pn. w kaplicy Sióstr); godz. 18.30 w lipcu i sierpniu pn. godz. 7.30, od wtorku do soboty o godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,199/Itemid,/
Parafia pw. św. Franciszka Serafickiego	http://www.franciszkanie.poznan.pl	Msze św. w niedziele: 7:00, 9:00, 11:00, 12:30, 18:00, 20:30	Msze św. w dni powszednie: 7:00, 8:00, 9:00, 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,244/Itemid,/
Parafia pw. św. Jadwigi Królowej Wawelskiej	http://www.jadwiga.poznan.pl	Msze św. w niedziele: 7:00, 9:00 – Msza św. dla rodzin (z udziałem młodzieży gimnazjalnej), 10:30 – Msza św. dla rodzin (z udziałem dzieci), 12:00 – Suma parafialna, 18:00 – Msza św. dla młodzieży (w okresie wakacyjnym - godz. 20:00)	Msze św. w dni powszednie: 8:00 (w okresie Adwentu – Roraty o godz. 6:00), 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,223/Itemid,/
Parafia pw. św. Jadwigi Śląskiej	http://jadwigaslaska.pl/	Msze św. w niedziele: godz. 8.00, godz. 9.30, godz. 11.00, godz. 17.00	Msze św. w dni powszednie: godz. 8.00, godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,277/Itemid,/
Parafia pw. św. Jakuba Większego Ap.	http://www.jakubapostol.archpoznan.pl	Msze św. w niedziele: 8:00, 9:40, 11:00, 12:30 - dla dzieci (oprócz VII i VIII), 18:00 (VII i VIII 19.00)	Msze św. w dni powszednie: I: pn.-pt.: 9:00; sb.: 18:00; III-VI i IX-XII: pn.- pt.: 17:00, 18:00; sb.:18:00; VII-VIII: pn.-sb.: 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,252/Itemid,/
Parafia pw. św. Jana Ap. i Ewangelisty	http://www.janapostol.pl 	Msze św. w niedziele: godz. 9.00, godz. 10.30, godz. 12.00 - dla dzieci, godz. 19.00	Msze św. w dni powszednie: godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,233/Itemid,/
Parafia pw. św. Jana Bosko	http://www.winogrady.salezjanie.pl	Msze św. w niedziele: IX-VI Górny Kościół: 11:00, 12:30, 19:00; Dolny Kościół: 6:30, 8:00, 9:30, 11:00, 16:00, 20:15. VII-VIII Górny Kościół: 6:30, 8:00, 11:00, 12:30, 19:00, 20:15	Msze św. w dni powszednie: Dolny Kościół: 6:30, 8:00, 12:00, 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,262/Itemid,/
Parafia pw. św. Jana Jerozolimskiego za Murami	http://www.janjerozolimski.archpoznan.pl	Msze św. w niedziele: 7:30, 9:00, 10:30, 12:00, 15:00 - dla niesłyszących, 17:00	Msze św. w dni powszednie: 7:30, 18:30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,216/Itemid,/
Parafia pw. św. Jana Kantego	http://www.jankanty.info.pl	Msze św. w niedziele: godz. 18.30 (sobota); godz. 6.30, godz.8.00, godz. 9.30, godz. 10,00 (młodzież) godz. 11.00 dzieci, godz. 12.30, godz. 18.30	Msze św. w dni powszednie: godz. 7.00, godz. 8.00, godz. 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,198/Itemid,/
Parafia pw. św. Jana Vianneya	http://www.jmv-solacz.pl	Msze św. w niedziele: 8.30, 10.00, 11.15, 12.30, 18.30	Msze św. w dni powszednie: 7.00, 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,261/Itemid,/
Parafia pw. św. Jerzego	http://www.swjerzy-poznan.net 	Msze św. w niedziele: 8:00, 9:30, 11:00, 12:30, 15:30, 19:00; wakacje: 8:00, 9:30, 11:00, 12:30, 19:00	Msze św. w dni powszednie: 8:00, 19:00; wakacje: 8:00, 19:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,197/Itemid,/
Parafia pw. św. Józefa		Msze św. w niedziele: sb. godz. 18.00, nd. godz. 9.00, godz. 11.00, godz. 17.00	Msze św. w dni powszednie: godz. 18.00, czwartek (poza V, X, i XII) godz. 8.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,251/Itemid,/
Parafia pw. św. Karola Boromeusza	http://www.boromeusz.pl	Msze św. niedzielne: 8:00, 9:30, 11:00, 12:15, 18:00, 19:30	Msze św. w dni powszednie: 8:00, 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,407/Itemid,118/
Parafia pw. św. Łukasza	http://www.lukasz.archpoznan.pl	Msze św. w niedziele:8:00, 9:30, 11:00, 12:30, 18:30. (w czasie wakacji letnich zamiast Mszy o 18.30 jest Msza o 20:30)	Msze św. w dni powszednie: 7.30, 18.30	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,232/Itemid,/
Parafia pw. św. Marcina	http://www.swmarcin.d2.pl	Msze św. w niedziele: godz. 7.00, godz. 8.00, godz. 9.30, godz. 11.00, godz. 12.30, godz. 18.00	Msze św. w dni powszednie: godz. 8.00, godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,243/Itemid,/
Parafia pw. św. Marka Ewangelisty	http://www.swmarek-poz.archpoznan.pl 	Msze św. w niedziele: godz. 18.00, godz. 8.00, godz. 9.30, godz. 11.00, godz. 12.00, godz. 18.00, godz. 19.00	Msze św. w dni powszednie: godz. 7.30, godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,231/Itemid,/
Parafia pw. św. Mateusza Ap. i Ewangelisty	http://www.mateusz.poznan.pl 	Msze św. w niedziele: godz. 7.30, godz. 8.30, godz. 10.00 - dzieci, godz. 11.00, godz. 12.30, godz. 15.00 - chrzty, godz. 20.00 - młodzież (w VII i VIII nie ma Mszy św. o godz. 15.00)	Msze św. w dni powszednie: godz. 8.00, godz. 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,230/Itemid,/
Parafia pw. św. Michała Archanioła	http://www.swietymichalarchaniol.pl	Msze św. w niedziele: 7:30, 9:00, 10:30 (dla dzieci), 12:00, 15:00 (oprócz lipca i sierpnia), 18:00 (dla młodzieży), 21:00 - w lipcu i sierpniu	Msze św. w dni powszednie: 7:30, 18:00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,196/Itemid,/
Parafia pw. św. Michała Archanioła i Wniebowzięcia NMP (Kiekrz)	http://kiekrz-parafia.pl	Msze św. w niedziele: 8:00, 9:30, 11:00, 12:30, 20:00	Msze św. w dni powszednie: 18:00	http://www.archpoznan.pl/component/option,com_contact/Itemid,118/task,view/contact_id,1202/
Parafia pw. św. Moniki	http://www.swmonika.archpoznan.pl	Msze św. niedzielne: 9.00, 11.30, 19.00; sobota godz. 19.00	Msze św. w dni powszednie: 18.00	http://www.archpoznan.pl/component/option,com_contact/task,view/contact_id,1219/Itemid,118/
