Parafia pod wezwaniem Św. Jerzego		Mirocin Górny	Mirocin Górny 25	67-128 Mirocin Górny	http://colaska.pl/index/parafia/id/5161	15.5527718,51.7919036
Parafia pod wezwaniem Miłosierdzia Bożego	http://www.milosierdzie-pila.yoyo.pl/	Piła	ul. Śniadeckich 90	64-920 Piła	http://colaska.pl/index/parafia/id/5162	16.754015,53.16701
Parafia pod wezwaniem Św. Barbary		Mirostowice Dolne	Pl. Kościelny 23	68-206 Mirostowice Dolne	http://colaska.pl/index/parafia/id/5163	15.1209549,51.5797275
Parafia pod wezwaniem Matki Bożej Częstochowskiej		Mirów Stary	Mirów 28	26-503 Mirów Stary	http://colaska.pl/index/parafia/id/5164	 21.026287078857422,51.19182426958835
Parafia pod wezwaniem Zwiastowania Najświętszej Maryi Panny		Mirsk	ul. Kościelna 12	59-630 Mirsk	http://colaska.pl/index/parafia/id/5165	15.3817838,50.9687834
Parafia pod wezwaniem Św. Leonarda		Mirzec	ul. Radomska 15	27-220 Mirzec	http://colaska.pl/index/parafia/id/5166	21.0565423965454,51.1366551137706
Parafia pod wezwaniem MB Fatimskiej		Mistów		05-306 Jakubów	http://colaska.pl/index/parafia/id/5167	,
Parafia pod wezwaniem Św. Mikołaja		Miszewko Strzałkowskie	Miszewko Strzałkowskie 35	09-472 Słupno	http://colaska.pl/index/parafia/id/5168	 19.85412284731865,52.535362667352835
Parafia pod wezwaniem Wszystkich Świętych		Miszewo Murowane		09-471 Miszewo Murowane	http://colaska.pl/index/parafia/id/5169	 19.92915764451027,52.48780773959107
Parafia pod wezwaniem Wszystkich Świętych		Miszkowice	Miszkowice 13	58-422 Miszkowice	http://colaska.pl/index/parafia/id/5170	15.9295823,50.7143815
Parafia pod wezwaniem MB Nieustającej Pomocy		Mleczno		59-305 Rudna	http://colaska.pl/index/parafia/id/5171	,
Parafia pod wezwaniem Matki Bożej Królowej Polski	http://mariacka20.pl/	Mława	ul. Mariacka 20	06-500 Mława	http://colaska.pl/index/parafia/id/5172	20.3693638,53.1139305
Parafia pod wezwaniem św.Jana Kantego		Mława		06-500 Mława	http://colaska.pl/index/parafia/id/5173	20.3549087047577,53.1280989057754
Parafia pod wezwaniem św.Rodziny		Mława		06-500 Mława	http://colaska.pl/index/parafia/id/5174	20.3783082962036,53.1204052831066
Parafia pod wezwaniem Świętego Stanisława Biskupa Męczennika	http://www.mlawatrojca.plock.opoka.org.pl/	Mława	Stary Rynek 18	06-500 Mława	http://colaska.pl/index/parafia/id/5175	 20.381982922554016,53.1117829266528
Parafia pod wezwaniem Świętego Michała Archanioła	http://www.mlochow.michalici.pl/	Młochów	ul. ks. B. Markiewicza 10	05-831 Młochów	http://colaska.pl/index/parafia/id/5176	20.7802487,52.0484675
Parafia pod wezwaniem Św. Zofii		Młodocin	Młodocin, ul. Kościelna	26-624 Kowala Stępocina	http://colaska.pl/index/parafia/id/5177	,
Parafia pod wezwaniem Św. Mikołaja Biskupa i Wyznawcy		Młodojewo	Młodojewo 1	62-400 Słupca	http://colaska.pl/index/parafia/id/5178	,
Parafia pod wezwaniem Św. Marii Magdaleny	http://www.parafiamlodow.pl	Młodów	Młodów 154b	37-600 Lubaczów	http://colaska.pl/index/parafia/id/5179	,
Parafia pod wezwaniem Świętego Ducha i Matki Bożej Bolesnej	http://www.kielce.opoka.org.pl/dekanaty/pinczow/mlodzawy.html	Młodzawy	Młodzawy Małe 46	28-400 Młodzawy Duże	http://colaska.pl/index/parafia/id/5180	,
Parafia pod wezwaniem Narodzenia Najświętszej Maryi Panny	http://www.diecezja.lowicz.pl/parafia.php?id_par=193	Młodzieszyn	ul. Wyszogradzka 1	96-512 Młodzieszyn	http://colaska.pl/index/parafia/id/5181	20.2668179,52.2561091
Parafia pod wezwaniem Św. Józefa Robotnika		Młoszawa	ul. św. Józefa Robotnika 5	32-546 Młoszowa	http://colaska.pl/index/parafia/id/5182	,
Parafia pod wezwaniem Św. Piotra Apostoła		Młynary	ul. Słowackiego 1	14-420 Młynary	http://colaska.pl/index/parafia/id/5183	19.7231172,54.1882242
Parafia pod wezwaniem Św. Jana Nepomucena		Młynisko	Młynisko	98-350 Biała	http://colaska.pl/index/parafia/id/5185	18.3991508,51.234844
Parafia pod wezwaniem Św. Stanisława Biskupa i Męczennika		Młyńczyska	Młyńczyska 107	34-606 Łukowica	http://colaska.pl/index/parafia/id/5186	20.4128758993592,49.6223001595129
Parafia pod wezwaniem Św. Joachima		Mnich	Mnich Ośrodek 28	99-322 Oporów	http://colaska.pl/index/parafia/id/5187	 19.47424292564392,52.25931907401724
Parafia pod wezwaniem św.Szczepana		Mnichów		28-300 Jędrzejów	http://colaska.pl/index/parafia/id/5188	,
Parafia pod wezwaniem Św. Br. Alberta Chmielowskiego	http://www.mnikow.diecezja.pl/	Mników	Mników 1	32-084 Morawica	http://colaska.pl/index/parafia/id/5189	19.738569,50.0862621
Parafia pod wezwaniem Wniebowzięcia NMP i św.Tekli		Mnin		26-234 Słupia	http://colaska.pl/index/parafia/id/5190	 20.188579559326172,50.98694991674563
Parafia pod wezwaniem Św. Stanisława Biskupa i Męczennika	http://www.kielce.opoka.org.pl/dekanaty/piekoszow/mniow.html	Mniów	Gajowa 6	26-080 Mniów	http://colaska.pl/index/parafia/id/5191	20.4866205510483,51.0120611752256
Parafia pod wezwaniem św.Stanisława Kostki		Mniszek		26-625 Wolanów	http://colaska.pl/index/parafia/id/5192	17.009667640625,52.3533644172864
Parafia pod wezwaniem Św. Rocha		Mniszew	Mniszew 2A	26-914 Rozniszew	http://colaska.pl/index/parafia/id/5193	21.2919381,51.8419431
Parafia pod wezwaniem Najświętszej Maryi Panny Częstochowskiej		Mochnaczka	Mochnaczka Niżna 46	33-383 Tylicz	http://colaska.pl/index/parafia/id/5194	,
Parafia pod wezwaniem Św. Marcina		Mochowo	Mochowo 1	09-214 Mochowo	http://colaska.pl/index/parafia/id/5195	 19.5542773604393,52.76554046574763
Parafia pod wezwaniem Trójcy Świętej i Matki Boskiej Częstochowskiej		Mochów-Pauliny	Mochów 84	48-250 Głogówek	http://colaska.pl/index/parafia/id/5196	,
Parafia pod wezwaniem Św. Maksymiliana Marii Kolbego		Mochy	ul. Spokojna 6	64-234 Przemęt	http://colaska.pl/index/parafia/id/5197	16.1679267883301,51.9998107403935
Parafia pod wezwaniem Niepokalanego Poczęcia Najświętszej Maryi Panny		Moczydlnica Klasztorna	Moczydlnica,ul. Klasztorna 3	56-150 Krzelów	http://colaska.pl/index/parafia/id/5198	,
Parafia pod wezwaniem Św. Benedykta		Modliborzyce	Modliborzyce 97	27-552 Baćkowice	http://colaska.pl/index/parafia/id/5199	21.3029319,50.7801952
Parafia pod wezwaniem Św. Stanisława Biskupa i Męczennika		Modliborzyce	ul. Armii Krajowej 11	23-310 Modliborzyce	http://colaska.pl/index/parafia/id/5200	22.326825857162476,50.753210243200904
Parafia pod wezwaniem Matki Boskiej Częstochowskiej		Modlikowice	Modlikowice 38	59-516 Zagrodno	http://colaska.pl/index/parafia/id/5201	15.8740153,51.1716376
Parafia pod wezwaniem Świętego Maksymiliana Marii Kolbego	http://parafiamodlin.org/	Modlin	ul. S. Czarnieckiego 13	05-102 Nowy Dwór Mazowiecki	http://colaska.pl/index/parafia/id/5202	20.7075145,52.4493758
Parafia pod wezwaniem Najświetszej Maryi Panny Matki Kościoła	http://www.parafia.modliszewice.pl	Modliszewice	Gasińskiego 22	26-200 Modliszewice	http://colaska.pl/index/parafia/id/5203	20.3993155,51.1827515
Parafia pod wezwaniem Św. Jakuba Apostoła	http://www.gniezno.opoka.org.pl/dekan/gnoii/modlisz.html	Modliszewko	Modliszewko 28	62-211 Zdziechowa	http://colaska.pl/index/parafia/id/5204	,
Parafia pod wezwaniem Bożego Ciała i Św. Stanisława Biskupa i Męczennika		Modlna	Modlna 28	95-035 Ozorków	http://colaska.pl/index/parafia/id/5205	19.3823741,51.975225
Parafia pod wezwaniem św.Wojciecha Biskupa		Modlnica		32-085 Modlnica	http://colaska.pl/index/parafia/id/5206	19.8691177368164,50.1249804883871
Parafia pod wezwaniem Świętego Idziego	http://parafiamodrze.prv.pl	Modrze	ul. T. Kościuszki 6	62-060 Stęszew	http://colaska.pl/index/parafia/id/5207	16.6321842727051,52.2096981108226
Parafia pod wezwaniem Św. Stanisława Biskupa i Męczennika		Modzerowo	Modzerowo 33	87-865 Izbica Kujawska	http://colaska.pl/index/parafia/id/5208	18.7735443,52.3548977
Parafia pod wezwaniem Trójcy Świętej		Modzurów	Modzurów	47-415 Szonowiec	http://colaska.pl/index/parafia/id/5209	18.1319556,50.1561699
Parafia pod wezwaniem Podwyższenia Krzyża Świętego		Mogielnica	Mogielnica 52	36-040 Boguchwała	http://colaska.pl/index/parafia/id/5210	,
<a href="/files/pictures/5211/1.jpg" alt="colaska.pl" title="Parafia pod wezwaniem Świętego Floriana" rel="prettyPhoto[pp_gal]"><img src="/files/pictures/5211/m1.jpg" class="mainImage radius"/></a>Parafia pod wezwaniem Świętego Floriana	http://www.parafiamogielnica.pl/	Mogielnica	pl. Poświętne 12	05-640 Mogielnica	http://colaska.pl/index/parafia/id/5211	20.7207700586525,51.6931157278201
Parafia pod wezwaniem Św. Bartłomieja Apostoła		Mogilany	ul. Krakowska 2	32-031 Mogilany	http://colaska.pl/index/parafia/id/5212	19.840765,49.985594
Parafia pod wezwaniem Matki Bożej Nieustającej Pomocy	http://www.parafiambnp.com/	Mogilno	ul. Jana Pawła II 3	88-300 Mogilno	http://colaska.pl/index/parafia/id/5214	17.9544624,52.6608367
Parafia pod wezwaniem Świętego Jakuba Większego Apostoła	http://www.faramogilno.pl/	Mogilno	ul. Benedyktyńska 12	88-300 Mogilno	http://colaska.pl/index/parafia/id/5215	17.9542826,52.6521894
Parafia pod wezwaniem Św. Jana Apostoła	http://www.klasztor.mogilno.com.pl	Mogilno	ul. Benedyktyńska 24	88-300 Mogilno	http://colaska.pl/index/parafia/id/5216	17.9550016,52.6486998
Parafia pod wezwaniem Świętego Marcina Biskupa	http://www.parafiamogilno.ovh.org/	Mogilno	Mogilno 145	33-326 Mogilno	http://colaska.pl/index/parafia/id/5217	,
Parafia pod wezwaniem Świętej Jadwigi	http://www.mokobody.pl/moko/paraf/parafi.html	Mokobody	pl. J. Chreptowicza 6	08-124 Mokobody	http://colaska.pl/index/parafia/id/5218	22.11097240448,52.2658593226656
Parafia pod wezwaniem Św. Marii Magdaleny		Mokowo	Mokowo 17	87-606 Chalin	http://colaska.pl/index/parafia/id/5219	19.3472798523293,52.6938454351419
Parafia pod wezwaniem Św.św. Apostołów Szymona i Judy Tadeusza	http://parafiamokra.pl	Mokra	Mokra 181	42-120 Miedźno	http://colaska.pl/index/parafia/id/5220	,
Parafia pod wezwaniem Przemienienia Pańskiego		Mokre		38-542 Rzepedź	http://colaska.pl/index/parafia/id/5221	,
Parafia pod wezwaniem Wniebowzięcia NMP		Mokre		86-325 Grudziądz 4	http://colaska.pl/index/parafia/id/5222	,
Parafia pod wezwaniem Św. Józefa		Mokre	Mokre 2	89-650 Czersk	http://colaska.pl/index/parafia/id/5223	,
Parafia pod wezwaniem Znalezienia Krzyża Świętego		Mokrelipie	Mokrelipie	22-463 Radecznica	http://colaska.pl/index/parafia/id/5224	22.8606018187072,50.7472159171444
Parafia pod wezwaniem Najświętszej Maryi Panny Wniebowziętej		Mokronos	Mokronos 70	63-720 Koźmin Wielkopolski	http://colaska.pl/index/parafia/id/5225	,
Parafia pod wezwaniem Św. Stanisława Biskupa i Męczennika.		Mokrsko	Mokrsko 253	98-345 Mokrsko	http://colaska.pl/index/parafia/id/5226	,
Parafia pod wezwaniem Wniebowzięcia Najświętszej Maryi Panny	http://www.kielce.opoka.org.pl/dekanaty/jedrzejow/mokrsko_dolne.html	Mokrsko Dolne	Mokrsko Dolne 52	28-305 Sobków	http://colaska.pl/index/parafia/id/5227	20.4351385,50.6827448
Parafia pod wezwaniem św.Maksymiliana Marii Kolbego		Mokrzesz		42-246 Mokrzesz	http://colaska.pl/index/parafia/id/5228	19.3869209289551,50.8104907167124
Parafia pod wezwaniem Świętej Jadwigi Śląskiej	http://www.swjadwiga.strefa.pl/	Mokrzeszów	Mokrzeszów 109	58-160 Świebodzice	http://colaska.pl/index/parafia/id/5229	 16.36949211359024,50.85213165515268
Parafia pod wezwaniem Najświętszego Serca Pana Jezusa		Mokrzyska	Mokrzyska, ul. Dobrego Pasterza 2	32-800 Brzesko	http://colaska.pl/index/parafia/id/5230	20.6069579799621,50.0081672737619
Parafia pod wezwaniem Niepokalanego Serca Najświętszej Maryi Panny		Mołodycz	Mołodycz 40	37-523 Radawa	http://colaska.pl/index/parafia/id/5231	,
Parafia pod wezwaniem św.Anny		Mołtajny		11-410 Barciany	http://colaska.pl/index/parafia/id/5232	,
Parafia pod wezwaniem św.Piotra Apostoła		Momajny		11-433 Skandawa	http://colaska.pl/index/parafia/id/5233	,
Parafia pod wezwaniem Św. Wojciecha		Momina	Momina 17 A	27-425 Waśniów	http://colaska.pl/index/parafia/id/5234	21.2627775,50.8747359
Parafia pod wezwaniem św.Wojciecha		Momoty		23-307 Janów Lubelski	http://colaska.pl/index/parafia/id/5235	22.4189751204834,50.5971733840054
Parafia pod wezwaniem Św. Apostołów Piotra i Pawła		Moniatycze	Moniatycze 83	22-500 Hrubieszów 1	http://colaska.pl/index/parafia/id/5237	23.898582,50.8369059
Parafia pod wezwaniem Matki Boskiej Anielskiej		Monkinie	Monkinie 25	16-305 Monkinie	http://colaska.pl/index/parafia/id/5238	,
Parafia pod wezwaniem MB Częstochowskiej i Św. Kazimierza		Mońki	ul. Ks. Małynicza 1	19-100 Mońki	http://colaska.pl/index/parafia/id/5239	 22.790774255990982,53.40455916544922
Parafia pod wezwaniem Św. Br. Alberta Chmielowskiego		Mońki	ul. Wojska Polskiego 47	19-101 Mońki	http://colaska.pl/index/parafia/id/5240	22.809685,53.405663
Parafia pod wezwaniem Najświętszego Serca Pana Jezusa		Moracz	Moracz 15	72-121 Czarnogłowy	http://colaska.pl/index/parafia/id/5241	14.9184498,53.7711587
Parafia pod wezwaniem Matki Bożej Nieustającej Pomocy	http://www.kielce.opoka.org.pl/?mod=parish&id=157	Morawica	ul. Spacerowa 6	26-026 Morawica	http://colaska.pl/index/parafia/id/5242	20.6245350837708,50.7480007807039
Parafia pod wezwaniem Św. Bartłomieja Apostoła	http://www.parafia.morawica.net/	Morawica	Morawica 5	32-084 Morawica	http://colaska.pl/index/parafia/id/5243	,
Parafia pod wezwaniem Narodzenia Najświętszej Maryi Panny		Morawin	Morawin 11	63-505 Doruchów	http://colaska.pl/index/parafia/id/5244	18.163275718689,51.4231892902532
Parafia pod wezwaniem Niepokalanego Serca Najświętszej Maryi Panny		Morawsko	Morawsko	37-514 Munina	http://colaska.pl/index/parafia/id/5245	,
Parafia pod wezwaniem Bł. Michała Kozala Biskupa i Męczennika		Morąg	ul. Żeromskiego 4	14-300 Morąg	http://colaska.pl/index/parafia/id/5246	19.926617,53.921309
Parafia pod wezwaniem św.Jerzego		Morąg		82-300 Morąg	http://colaska.pl/index/parafia/id/5247	,
Parafia pod wezwaniem Świętego Józefa	http://www.parafia.flusso.pl/	Morąg	ul. J. G. Herdera 1	14-300 Morąg	http://colaska.pl/index/parafia/id/5248	19.9280161,53.9112265
Parafia pod wezwaniem Trójcy Przenajświętszej		Morąg	ul. Topolowa	14-300 Morąg	http://colaska.pl/index/parafia/id/5249	19.945468,53.905244
Parafia pod wezwaniem Św. Michała Archanioła		Mordy	ul. Ks. Kard. Wyszyńskiego 3	08-140 Mordy	http://colaska.pl/index/parafia/id/5250	22.5155239161835,52.2105527673582
Parafia pod wezwaniem Świętego Jacka	http://parafia.host247.pl/	Morgi	ul. H. Sienkiewicza 45	41-404 Morgi	http://colaska.pl/index/parafia/id/5251	19.1221445,50.2040642
Parafia pod wezwaniem Ducha Świętego		Moryń	ul. Chopina 16	74-503 Moryń	http://colaska.pl/index/parafia/id/5252	14.401315,52.858345
Parafia pod wezwaniem Najświętszej Maryi Panny Wspomożenia Wiernych	http://www.wspomozycielka.pl/	Piła	ul. Złota 1	64-920 Piła	http://colaska.pl/index/parafia/id/5253	16.7141072,53.1495261
Parafia pod wezwaniem Świętego Mikołaja	http://www.parafiamosina.republika.pl	Mosina	ul. T. Kościuszki 1	62-050 Mosina	http://colaska.pl/index/parafia/id/5254	 16.851607114076614,52.24659204602557
Parafia pod wezwaniem Św. Małgorzaty	http://www.kielce.opoka.org.pl/dekanaty/szczekociny/moskorzew.html	Moskorzew	Moskorzew 182	42-258 Moskorzew	http://colaska.pl/index/parafia/id/5255	,
Parafia pod wezwaniem Matki Bożej Częstochowskiej		Mostek	Mostek 24	32-075 Gołcza	http://colaska.pl/index/parafia/id/5256	,
Parafia pod wezwaniem Św. Antoniego Padewskiego		Mostkowo	Mostkowo 6a	74-322 Mostkowo	http://colaska.pl/index/parafia/id/5257	15.0997942,53.0023155
Parafia pod wezwaniem Matki Bożej Anielskiej		Mostów	Mostów 5	08-206 Huszlew	http://colaska.pl/index/parafia/id/5258	,
Parafia pod wezwaniem Matki Boskiej Gromnicznej		Mosty	Mosty 2	72-132 Mosty	http://colaska.pl/index/parafia/id/5259	,
Parafia pod wezwaniem Św. Alberta		Mosty	ul. Św.Alberta 2- Mosty	84-300 Lębork	http://colaska.pl/index/parafia/id/5260	,
Parafia pod wezwaniem Podwyższenia Świętego Krzyża		Moszczanka	Prudnik	48-200 Prudnik	http://colaska.pl/index/parafia/id/5262	 17.485095262527466,50.292766515363006
Parafia pod wezwaniem Świętego Wincentego á Paulo		Moszczany	Moszczany 1	37-543 Laszki	http://colaska.pl/index/parafia/id/5263	,
Parafia pod wezwaniem Matki Bożej Szkaplerznej		Moszczenica	Moszczenica Małopolska 243	38-321 Moszczenica Małopolska	http://colaska.pl/index/parafia/id/5264	21.0623177,49.743524
Parafia pod wezwaniem Podwyższenia Świętego Krzyża		Moszczenica	ul. Cmentarna 6	97-310 Moszczenica	http://colaska.pl/index/parafia/id/5265	19.6937085,51.4125264
Parafia pod wezwaniem Św. Mikołaja Biskupa		Moszczenica Niżna	Moszczenica Niżna 130	33-340 Stary Sącz	http://colaska.pl/index/parafia/id/5266	20.653328,49.552628
Parafia pod wezwaniem Matki Boskiej Częstochowskiej		Mościejewo	Mościejewo	64-423 Lubosz	http://colaska.pl/index/parafia/id/5267	,
Parafia pod wezwaniem Św. Jana Chrzciciela		Mościsko	ul. Pocztowa 4	58-203 Dzierżoniów	http://colaska.pl/index/parafia/id/5268	,
Parafia pod wezwaniem św.Józefa Robotnika		Motkowice		28-313 Imielno	http://colaska.pl/index/parafia/id/5269	,
Parafia pod wezwaniem Narodzenia Najświętszej Maryi Panny	http://www.motwica.pl/	Motwica	Motwica 44	21-518 Sosnówka	http://colaska.pl/index/parafia/id/5270	23.3342699,51.7193711
Parafia pod wezwaniem Matki Bożej Anielskiej		Motycz	Motycz	21-030 Motycz	http://colaska.pl/index/parafia/id/5271	 22.37616777420044,51.23940505430726
Parafia pod wezwaniem Świętego Ignacego Loyoli	http://www.pilka.archpoznan.org.pl/parafia_w_peckowie.htm	Pęckowo	ul. Powstańców Wielkopolskich 6	64-733 Drawsko	http://colaska.pl/index/parafia/id/5272	,
Parafia pod wezwaniem Matki Bożej Częstochowskiej	http://parafiakaczyn.kce.pl	Mójcza	Kaczyn 1 a	26-021 Daleszyce	http://colaska.pl/index/parafia/id/5273	 20.68204164505005,50.84329156830194
Parafia pod wezwaniem Najświętszej Maryi Panny Wniebowziętej	http://www.morka.archpoznan.org.pl/	Mórka	Mórka 18	63-100 Śrem	http://colaska.pl/index/parafia/id/5274	,
Parafia pod wezwaniem Wszystkich Świętych		Mórkowo	Mórkowo	64-111 Lipno	http://colaska.pl/index/parafia/id/5275	,
Parafia pod wezwaniem Bł. Honorata Koźmińskiego		Mrągowo	ul. Olsztyńska 16	11-700 Mrągowo	http://colaska.pl/index/parafia/id/5276	21.289009,53.863399
Parafia pod wezwaniem bł.Ojca Pio		Mrągowo		11-700 Mrągowo	http://colaska.pl/index/parafia/id/5277	21.284868121147156,53.87128660934245
Parafia pod wezwaniem Matki Bożej Saletyńskiej	http://www.mragowo.saletyni.pl/	Mrągowo	ul. Słoneczna 1b	11-700 Mrągowo	http://colaska.pl/index/parafia/id/5278	21.302613,53.851775
Parafia pod wezwaniem Św. Brygidy		Mrągowo	ul. Wojska Polskiego 5/1	11-700 Mrągowo	http://colaska.pl/index/parafia/id/5279	21.305408,53.860307
Parafia pod wezwaniem Św. Rafała Kalinowskiego		Mrągowo	Os. Grunwaldzkie 19a	11-700 Mrągowo	http://colaska.pl/index/parafia/id/5280	21.312909,53.859557
Parafia pod wezwaniem Św. Wojciecha		Mrągowo	ul. Królewiecka 32	11-700 Mrągowo	http://colaska.pl/index/parafia/id/5281	21.304225,53.873821
Parafia pod wezwaniem Św. Mikołaja		Mrocza	ul. Kościelna 5	89-115 Mrocza	http://colaska.pl/index/parafia/id/5282	17.608559,53.243261
Parafia pod wezwaniem Św. Rocha		Mroczków	Mroczków 14	26-120 Bliżyn	http://colaska.pl/index/parafia/id/5283	20.7014776,51.1165023
Parafia pod wezwaniem Narodzenia Najświętszej Maryi Panny		Mroczków Gościnny	Mroczków Gościnny 51	26-300 Opoczno	http://colaska.pl/index/parafia/id/5284	20.2795713,51.3791863
Parafia pod wezwaniem Najświętszego Serca Pana Jezusa	http://www.mroczno.diecezja.torun.pl/	Mroczno	Mroczno 17	13-308 Mroczno	http://colaska.pl/index/parafia/id/5285	19.7028629836426,53.3529983920099
Parafia pod wezwaniem Św. Stanisława Kostki		Mroków	ul. Rejonowa 40	05-552 Wólka Kosowska	http://colaska.pl/index/parafia/id/5286	20.8654072,52.0372146
Parafia pod wezwaniem Św. Łukasza Ewangelisty		Mrowla	Mrowla 79	36-054 Mrowla	http://colaska.pl/index/parafia/id/5287	,
Parafia pod wezwaniem MB Zwycięskiej		Mrozów		55-330 Miękinia	http://colaska.pl/index/parafia/id/5288	 16.78887963294983,51.18698279099359
Parafia pod wezwaniem Świętej Teresy od Dzieciątka Jezus	http://parafia-mrozy.org/	Mrozy	ul. św. Teresy 15	05-320 Mrozy	http://colaska.pl/index/parafia/id/5289	21.7982461,52.1690514
Parafia pod wezwaniem Świętych Aniołów Stróżów	http://www.diecezja.gda.pl/parafie/dekanat-mrzezino.htm	Mrzezino	ul. Pucka 4	84-123 Połchowo	http://colaska.pl/index/parafia/id/5290	18.4282028675079,54.6531362274123
Parafia pod wezwaniem św.Piotra i Pawła		Mrzeżyno		72-330 Mrzeżyno	http://colaska.pl/index/parafia/id/5291	,
Parafia pod wezwaniem Rozesłania Apostołów		Mrzygłód	Mrzygłód 93	38-503 Mrzygłód	http://colaska.pl/index/parafia/id/5292	22.2713899612427,49.6174668572367
Parafia pod wezwaniem Wniebowzięcia Najświętszej Maryi Panny	http://www.mstow-kanonicy.pl/	Mstów Wancerzów	ul. Targowa 2	42-244 Mstów	http://colaska.pl/index/parafia/id/5293	 19.289095401763916,50.83329110634826
Parafia pod wezwaniem Wniebowzięcia Najświętszej Maryi Panny	http://www.kielce.opoka.org.pl/dekanaty/sedziszow/mstyczow.html	Mstyczów	Mstyczów 55	28-340 Sędziszów	http://colaska.pl/index/parafia/id/5294	19.9784941999451,50.5254883890915
Parafia pod wezwaniem Św. Jerzego		Mszana	ul. Mickiewicza 88	44-325 Mszana	http://colaska.pl/index/parafia/id/5295	,
Parafia pod wezwaniem Św. Michała Archanioła		Mszana Dolna	ul. Jana Pawła II 3	34-730 Mszana Dolna	http://colaska.pl/index/parafia/id/5296	20.08178,49.67722
Parafia pod wezwaniem Matki Bożej Nieustającej Pomocy		Mszana Górna	Mszana Górna 128	34-633 Mszana Górna	http://colaska.pl/index/parafia/id/5297	,
Parafia pod wezwaniem św.Apostołów Piotra i Pawła		Mszanka		38-322 Łużna	http://colaska.pl/index/parafia/id/5298	,
Parafia pod wezwaniem Ścięcia św.Jana Chrzciciela		Mszanna		08-207 Olszanka	http://colaska.pl/index/parafia/id/5299	,
Parafia pod wezwaniem Św. Bartłomieja Apostoła 	http://www.diecezja.torun.pl/parafie/brodnica/mszano/mszano.htm	Mszano	Mszano 29	87-300 Brodnica	http://colaska.pl/index/parafia/id/5300	19.3290710449219,53.2315230227016
Parafia pod wezwaniem Św. Jana Chrzciciela		Mszczonów	ul. Kościelna 6	96-320 Mszczonów	http://colaska.pl/index/parafia/id/5301	20.5098379,51.97429
Parafia pod wezwaniem Świętego Antoniego Padewskiego	http://www.mscice.koszalin.opoka.org.pl	Mścice	ul. Kościelna 1	76-031 Mścice	http://colaska.pl/index/parafia/id/5302	 16.092395782470703,54.216972693021134
Parafia pod wezwaniem Matki Bożej Częstochowskiej		Mściów	Mściów 207	27-600 Sandomierz	http://colaska.pl/index/parafia/id/5303	21.8065738677979,50.7113519973811
Parafia pod wezwaniem Wniebowzięcia Najświętszej Maryi Panny		Mściszewice	Mściszewice 1	83-321 Mściszewice	http://colaska.pl/index/parafia/id/5304	17.849725484848,54.2610507080083
Parafia pod wezwaniem Nawiedzenia Najświętszej Maryi Panny		Mściwojów	Mściwojów 41	59-407 Mściwojów	http://colaska.pl/index/parafia/id/5305	16.2612427,51.063526
Parafia pod wezwaniem Św. Wojciecha Biskupa i Męczennika	http://republika.pl/mucharz/parafia.htm	Mucharz	Mucharz 111	34-106 Mucharz	http://colaska.pl/index/parafia/id/5306	 19.55789364874363,49.811870441303455
Parafia pod wezwaniem Najświętszego Serca Pana Jezusa		Muchówka	Muchówka 56	32-722 Królówka	http://colaska.pl/index/parafia/id/5307	20.4384635,49.8733988
Parafia pod wezwaniem Świętego Józefa		Munina	Munina 237	37-514 Munina	http://colaska.pl/index/parafia/id/5308	22.9702153801918,50.138044368996
Parafia pod wezwaniem Najwyższego Arcykapłana Jezusa Chrystusa	http://www.arcykaplan.pl/	Murowana Goślina	ul. Kościelna 16	62-095 Murowana Goślina	http://colaska.pl/index/parafia/id/5309	16.9916774,52.5661815
Parafia pod wezwaniem Św. Jakuba Apostoła		Murowana Goślina	Pl. Powstańców Wielkopolskich 21	62-095 Murowana Goślina	http://colaska.pl/index/parafia/id/5310	17.0096348,52.5757867
Parafia pod wezwaniem Świętej Trójcy		Murów	ul. Ks. Edg. Soremby 11	46-030 Murów	http://colaska.pl/index/parafia/id/5311	,
Parafia pod wezwaniem Najświętszej Maryi Panny Królowej		Murzasichle	ul. Sądelska 60	34-531 Murzasichle	http://colaska.pl/index/parafia/id/5312	20.0436499,49.3157931
Parafia pod wezwaniem Św. Mateusza		Murzynno	Murzynno 12	88-140 Gniewkowo	http://colaska.pl/index/parafia/id/5313	18.4982789,52.8569105
Parafia pod wezwaniem Św. Jana Chrzciciela		Murzynowo Kościelne	Murzynowo Kościelne	63-014 Murzynowo Kościelne	http://colaska.pl/index/parafia/id/5314	,
Parafia pod wezwaniem św.Wawrzyńca		Muszaki		13-113 Janowo	http://colaska.pl/index/parafia/id/5315	,
Parafia pod wezwaniem bł. Marii Teresy Ledóchowskiej	http://www.ledochowska.muszyna.pl/	Muszyna	ul. T. Kościuszki 8 b	33-370 Muszyna	http://colaska.pl/index/parafia/id/5316	20.9029689166023,49.3360371840438
Parafia pod wezwaniem Świętego Józefa Oblubieńca Najświętszej Maryi Panny	http://paul33.ovh.org/news.php	Muszyna	ul. Kościelna 62	33-370 Muszyna	http://colaska.pl/index/parafia/id/5317	20.9019925297775,49.3593338021965
Parafia pod wezwaniem Św. Barbary		Mychów	Mychów 52	27-400 Ostrowiec Świętokrzyski	http://colaska.pl/index/parafia/id/5318	21.2982973,50.9137979
